City,Country,Cloudiness,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Murray,US,90,1551503150,59,40.67,-111.89,43.0,8.05
Sur,OM,8,1551503162,94,22.57,59.53,72.31,11.88
Kargat,RU,44,1551503163,96,55.19,80.28,19.66,4.94
Ipixuna,BR,0,1551499200,94,-1.76,-48.8,73.4,4.7
Yulara,AU,0,1551499200,11,-25.24,130.99,104.0,8.05
Polis,CY,75,1551502855,87,35.04,32.42,51.8,4.7
Kondinskoye,RU,88,1551503163,86,59.65,67.41,26.23,10.65
Mirnyy,RU,44,1551503164,83,56.57,36.46,13.85,8.97
Anshun,CN,8,1551503164,68,26.25,105.93,59.26,10.65
Orlovskiy,RU,88,1551503164,93,46.87,42.05,32.71,15.35
Lomovka,RU,90,1551501000,92,53.92,58.37,19.4,11.18
Nanortalik,GL,56,1551503169,89,60.14,-45.24,31.4,27.54
Sandnessjoen,NO,64,1551502200,100,66.02,12.63,32.0,14.99
Patos de Minas,BR,88,1551502925,100,-18.6,-46.51,66.99,3.27
San Carlos de Bariloche,AR,0,1551499200,75,-41.13,-71.31,41.0,3.36
Port-Cartier,CA,20,1551499200,70,50.03,-66.88,-5.81,3.36
Deniliquin,AU,0,1551503171,43,-35.53,144.96,90.04,6.62
Nioro,GM,0,1551503172,40,13.79,-15.05,58.67,10.98
Santa Maria del Oro,MX,0,1551503172,62,25.95,-105.37,45.26,2.82
Jonesboro,US,90,1551502987,86,35.84,-90.7,39.2,3.36
Sinnai,IT,0,1551502837,81,39.3,9.2,53.6,10.29
Rio Grande,BR,0,1551503176,94,-32.03,-52.1,71.36,13.44
Anadyr,RU,75,1551502998,85,64.73,177.51,21.2,24.61
Ilyich,RU,24,1551503176,49,44.09,41.37,29.15,6.4
Bezerros,BR,92,1551503177,96,-8.24,-35.76,68.98,1.92
Pori,FI,12,1551502200,83,61.49,21.79,32.0,10.29
Lata,IN,92,1551503177,78,30.78,78.62,45.58,1.14
Troitsk,RU,88,1551503177,91,54.08,61.55,26.23,14.0
Varzea da Palma,BR,76,1551503177,100,-17.6,-44.73,66.64,3.15
Thunder Bay,CA,90,1551502822,85,48.41,-89.26,15.01,2.37
Merauke,ID,88,1551503178,100,-8.49,140.4,80.72,3.27
Maniitsoq,GL,12,1551503178,56,65.42,-52.9,22.81,10.2
Trujillo,PE,75,1551499200,88,-8.11,-79.03,75.2,6.93
Teknaf,BD,0,1551503179,44,20.86,92.31,79.1,7.74
Tulun,RU,0,1551503179,72,54.56,100.58,35.41,3.49
Olinda,EC,40,1551502917,83,-2.03,-79.75,81.0,10.29
Hennigsdorf,DE,75,1551503179,90,52.64,13.21,39.0,4.7
Zakamensk,RU,12,1551503183,63,50.38,103.29,31.85,3.04
Kashkhatau,RU,90,1551499200,86,43.32,43.61,33.8,4.47
Kingsland,US,1,1551502979,93,30.8,-81.69,64.99,6.93
Maceio,BR,20,1551499200,88,-9.67,-35.74,75.2,4.7
Plettenberg Bay,ZA,80,1551503193,98,-34.05,23.37,65.33,4.94
Danilovka,RU,88,1551503163,97,50.35,44.12,31.31,10.87
Odienne,CI,0,1551503193,40,9.51,-7.57,56.42,6.4
Honiara,SB,80,1551502904,69,-9.43,159.96,82.79,1.36
Honolulu,US,40,1551503142,53,21.3,-157.86,73.4,9.17
Darhan,MN,0,1551503197,41,49.49,105.92,41.48,11.43
Pacific Grove,US,90,1551503119,71,36.62,-121.92,57.2,5.06
Cayenne,GF,80,1551501000,88,4.94,-52.33,75.2,6.93
Kharp,RU,24,1551503197,54,66.82,65.8,-11.17,3.04
Kalianget,ID,20,1551499200,62,-7.35,109.91,87.8,10.29
Salinas,US,90,1551503056,71,36.67,-121.66,57.2,5.06
Soyo,AO,76,1551503198,97,-6.13,12.37,74.38,4.38
Goya,AR,0,1551503198,70,-29.14,-59.27,66.77,5.28
Jackson,US,90,1551502883,86,35.61,-88.82,39.99,6.93
Malko Tarnovo,TR,0,1551502858,75,41.98,27.52,48.99,9.17
Impfondo,CD,76,1551503200,100,1.62,18.06,68.84,3.15
Toktogul,KG,48,1551503115,67,41.87,72.95,28.0,2.15
Mananjary,MG,0,1551503200,57,-19.16,46.8,75.68,5.39
Elizabeth City,US,90,1551503131,93,36.3,-76.22,44.6,13.87
Tawau,MY,40,1551499200,46,4.26,117.89,91.4,6.93
Zhangye,CN,0,1551503201,86,38.94,100.46,42.38,4.38
Mitchell,US,1,1551503105,84,43.71,-98.03,-0.41,11.41
Kaifeng,CN,90,1551499200,66,34.8,114.35,48.2,4.47
Sapouy,BF,0,1551503205,25,11.55,-1.77,61.28,8.41
Hinesburg,US,1,1551503188,73,44.33,-73.11,23.0,2.82
Antofagasta,CL,40,1551499200,88,-23.65,-70.4,66.2,4.7
Tak Bai,TH,75,1551499200,58,6.26,102.05,87.8,8.05
Hasaki,JP,40,1551503076,32,35.73,140.83,59.0,3.36
Along,IN,0,1551503207,46,28.17,94.8,63.31,1.92
Daru,SL,0,1551503210,86,7.99,-10.85,67.36,2.71
Shingu,JP,0,1551499200,100,33.72,135.99,55.4,9.17
Gorontalo,ID,76,1551503210,50,0.54,123.06,89.59,1.59
Shostka,UA,92,1551503211,85,51.86,33.47,21.05,15.35
Mayna,RU,68,1551503211,70,53.0,91.49,30.05,2.15
Srivaikuntam,IN,40,1551499200,51,8.63,77.91,86.0,11.41
Florida,CU,40,1551498600,83,21.53,-78.23,75.2,6.93
Jojoima,SL,0,1551503212,86,7.88,-10.79,67.36,2.71
Lasa,CY,75,1551502855,87,34.92,32.53,55.4,4.7
Semey,KZ,24,1551501000,92,50.41,80.25,15.8,6.71
Harper,US,90,1551503164,93,30.3,-99.24,60.01,10.98
Wakefield,GB,75,1551503163,93,53.68,-1.5,46.0,11.41
Vilhena,BR,8,1551503007,94,-12.74,-60.15,69.11,2.15
Mount Isa,AU,40,1551501000,28,-20.73,139.49,93.2,8.05
Bubaque,GW,0,1551503214,100,11.28,-15.83,74.06,20.27
Lorengau,PG,24,1551503214,97,-2.02,147.27,83.78,8.97
Fare,PF,36,1551503215,100,-16.7,-151.02,82.21,8.19
Kahului,US,20,1551503022,56,20.89,-156.47,73.4,12.75
Asyut,EG,0,1551499200,70,27.18,31.19,44.6,9.17
Atikokan,CA,56,1551503215,75,48.76,-91.62,4.63,4.38
Mecca,SA,0,1551503215,55,21.43,39.83,63.76,6.06
Srednekolymsk,RU,48,1551502925,58,67.46,153.71,-6.49,5.84
Itoman,JP,40,1551502998,69,26.12,127.67,77.0,12.75
Bawku,GH,48,1551503219,31,11.06,-0.24,63.94,6.73
Tuatapere,NZ,0,1551502807,68,-46.13,167.69,62.01,7.0
Taoudenni,ML,0,1551503220,42,22.68,-3.98,40.58,4.5
Mundo Nuevo,CL,0,1551499200,93,-32.72,-71.41,53.6,2.59
Fairbanks,US,1,1551503119,85,64.84,-147.72,18.0,2.59
Kajaani,FI,90,1551502200,92,64.22,27.73,21.2,6.93
Katobu,ID,24,1551503221,89,-4.94,122.53,85.31,1.25
Carman,CA,20,1551503114,91,49.51,-98.0,-4.01,5.5
Tsovagyugh,AM,8,1551503225,78,40.63,44.96,27.98,5.28
Taksimo,RU,24,1551503225,65,56.36,114.84,25.1,2.71
Moroni,US,88,1551502891,78,39.52,-111.59,44.01,4.27
Namibe,AO,76,1551503229,100,-15.19,12.15,75.5,1.14
Iquitos,PE,0,1551499200,94,-3.75,-73.25,77.0,2.71
Xai-Xai,MZ,36,1551503229,99,-25.04,33.64,79.46,4.16
Kutum,SD,0,1551503233,20,14.2,24.66,60.79,11.43
Tsabong,BW,0,1551503233,37,-26.02,22.4,70.78,2.82
Puteyets,RU,44,1551503233,73,65.17,57.09,7.64,5.17
Yaan,NG,80,1551503233,87,7.38,8.57,75.5,7.74
Gidole,ET,44,1551503233,36,5.65,37.37,79.28,2.15
Sao Miguel do Araguaia,BR,24,1551503234,96,-13.28,-50.16,72.26,3.04
Shimoda,JP,40,1551502939,100,34.7,138.93,55.4,14.99
Yerbogachen,RU,88,1551503234,74,61.28,108.01,20.56,4.83
Swellendam,ZA,24,1551499200,87,-34.02,20.44,55.4,3.36
Coquimbo,CL,75,1551499200,87,-29.95,-71.34,59.0,2.24
Robertsport,LR,0,1551503241,100,6.75,-11.37,80.72,3.83
Pimentel,BR,88,1551503241,98,-3.7,-45.5,71.54,0.13
Avera,US,90,1551503240,88,33.19,-82.53,63.0,5.82
Bosaso,SO,0,1551503054,100,11.28,49.18,77.08,5.95
Skjervoy,NO,0,1551503241,100,70.03,20.97,20.96,8.41
Burnie,AU,0,1551503163,72,-41.05,145.91,80.01,7.0
Okha,RU,0,1551503242,96,53.59,142.95,9.53,7.4
Chumikan,RU,44,1551503242,57,54.72,135.31,24.65,6.17
Cabedelo,BR,20,1551499200,94,-6.97,-34.84,75.2,2.24
